NUMBER,SCIENTIFIC NAME,CODE,DBH (CM),HEIGHT (M),GROUND AREA (M2),TREE CONDITION,LEAF AREA (M2),LEAF BIOMASS (KG),LEAF AREA INDEX,CARBON STORAGE (KG),GROSS CARBON SEQ. (KG/YR),TREE VALUE ($),STREET TREE,NATIVE TO STATE,FUTURE DBH(CM),FUTURE HEIGHT (M),BIOMASS ADJUSTMENT,LEAF TYPE,FUTURE BIOMASS (KG)
1079,PYSP PYCO2,PYCO2,1.2247448714,2.5,0.7854,GOOD,2.6485902504,0.1983213999,3.3722819587,0.2088570787,0.2835308624,264.45226939,NO,NO,2.1244471186,2.5906899865,1,EVERGREEN,0.9847758822
49,QU QUAL2,QUAL2,18,2.5,1.130976,GOOD,3.4815866893,0.3435919798,3.0783913092,52.768586425,12.625778558,68787.165347,NO,NO,19.60147,2.661428176,0.8,DECIDUOUS,130.78872997
154,QU QUAL2,QUAL2,29,13.3,44.17875,GOOD,54.491183691,5.3776439755,1.2334252031,239.96817281,18.790879128,146094.57808,NO,NO,29.899702247,13.390689987,1,DECIDUOUS,517.51810387
152,QU QUAL2,QUAL2,31,14.7,34.212024,GOOD,60.911189516,6.0112236357,1.780402981,285.75021076,20.874356519,164038.27156,NO,NO,31.899702247,14.790689987,1,DECIDUOUS,613.24913456
166,QU QUAL2,QUAL2,20,4,7.0686,GOOD,13.706952215,1.3527162379,1.9391325318,87.403118902,7.9738605227,26717.168183,NO,NO,20.708615044,4.0714283965,1,DECIDUOUS,190.75395885
164,QU QUAL2,QUAL2,11.180339887,3.5,1.327326,GOOD,2.2599755359,0.2230332139,1.7026529548,20.526798026,3.4008564577,9431.9425486,NO,NO,11.888954932,3.5714283965,1,DECIDUOUS,47.855308968
169,QU QUAL2,QUAL2,60,9,8.553006,GOOD,3.4384391104,0.3393338172,0.402015281,1392.725462,41.781555468,186216.66577,NO,NO,60.708615044,9.0714283965,1,DECIDUOUS,2869.0140349
188,QU QUAL2,QUAL2,12.449899598,2.9,1.539384,GOOD,6.3694618691,0.6285915616,4.1376692684,21.220751396,7.5110658325,43516.463698,NO,NO,14.051369598,3.061428176,0.8,DECIDUOUS,57.463634457
222,QU QUAL2,QUAL2,6.6332495807,2.3,2.544696,GOOD,5.4118142765,0.5340829189,2.126703652,5.5004971144,2.0535240121,9960.1313314,NO,NO,7.5329518279,2.3906899865,1,DECIDUOUS,15.108042253
334,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
335,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
336,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
337,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
338,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
339,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
340,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
341,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
342,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
343,QU QUAL2,QUAL2,25,12.5,8.553006,GOOD,33.649734904,3.320836178,3.9342583068,165.83642351,15.095655893,113795.92982,NO,NO,25.899702247,12.590689987,1,DECIDUOUS,361.86415881
426,QU QUAL2,QUAL2,6,3,4.154766,GOOD,8.7224413574,0.8608031803,2.0993820969,3.4937390269,2.792492899,10186.497953,NO,NO,7.60147,3.161428176,0.8,DECIDUOUS,12.572463852
425,QU QUAL2,QUAL2,6,4,3.1416,GOOD,8.3803683776,0.8270445688,2.6675478666,3.5801982641,2.8417930889,10186.497953,NO,NO,7.60147,4.161428176,0.8,DECIDUOUS,12.843982706
423,QU QUAL2,QUAL2,34.161381705,6.5,8.042496,GOOD,28.13286638,2.7763856307,3.4980267792,270.72396765,32.978286816,243552.01504,NO,NO,35.762851705,6.661428176,0.8,DECIDUOUS,607.40450894
543,QU QUAL2,QUAL2,20,6.7,4.154766,GOOD,13.952007678,1.3769003525,3.3580730365,72.226088552,15.26342838,80151.50455,NO,NO,21.60147,6.861428176,0.8,DECIDUOUS,174.97903386
546,QU QUAL2,QUAL2,22,6.9,3.801336,GOOD,10.364116772,1.022817387,2.7264405914,114.4531981,12.016180021,92712.089985,NO,NO,22.899702247,6.9906899865,1,DECIDUOUS,252.93875625
604,QU QUAL2,QUAL2,15,7,4.154766,GOOD,6.0916072999,0.6011705579,1.4661733777,44.670003435,5.4056494682,53983.618227,NO,NO,15.708615044,7.0714283965,1,DECIDUOUS,100.15130581
607,QU QUAL2,QUAL2,14,7,3.1416,GOOD,4.6061302835,0.4545713103,1.4661733777,37.716923095,4.8960888284,49647.225637,NO,NO,14.708615044,7.0714283965,1,DECIDUOUS,85.226023847
605,QU QUAL2,QUAL2,7,3.5,0.7854,GOOD,1.5229946905,0.1503018042,1.9391325318,6.4606159173,1.7452021858,11091.964437,NO,NO,7.7086150442,3.5714283965,1,DECIDUOUS,16.411636206
606,QU QUAL2,QUAL2,6,3.5,0.7854,GOOD,1.5229946905,0.1503018042,1.9391325318,4.4213750662,1.4066915853,8149.198362,NO,NO,6.7086150442,3.5714283965,1,DECIDUOUS,11.656133303
608,QU QUAL2,QUAL2,7,6,0.7854,GOOD,1.8905258854,0.1865728444,2.4070866889,6.8190727657,2.3522946863,11091.964437,NO,NO,7.8997022472,6.0906899865,1,DECIDUOUS,18.342734904
609,QU QUAL2,QUAL2,11,7,1.76715,GOOD,3.8243594062,0.3774196471,2.1641396634,20.905608044,4.4638513458,27390.361161,NO,NO,11.899702247,7.0906899865,1,DECIDUOUS,50.73891878
610,QU QUAL2,QUAL2,10,7,1.327326,GOOD,1.3183190626,0.1301027081,0.9932142236,16.566891511,3.0348995305,22636.662117,NO,NO,10.708615044,7.0714283965,1,DECIDUOUS,39.203582082
611,QU QUAL2,QUAL2,13,7,1.76715,GOOD,3.8243594062,0.3774196471,2.1641396634,31.454868255,5.6507844457,45609.894604,NO,NO,13.899702247,7.0906899865,1,DECIDUOUS,74.211305401
612,QU QUAL2,QUAL2,8,6.5,0.950334,GOOD,1.1686198284,0.1153291405,1.2296938007,9.5327307886,2.204761918,14487.463755,NO,NO,8.7086150442,6.5714283965,1,DECIDUOUS,23.474985413
625,QU QUAL2,QUAL2,12,2.7,0.7854,GOOD,2.3750496,0.2343896812,3.024,19.302183466,7.1159541706,32596.793448,YES,NO,13.60147,2.861428176,0.8,DECIDUOUS,52.836275273
626,QU QUAL2,QUAL2,12,2.7,0.7854,GOOD,2.2101156,0.21811262,2.814,19.302183466,7.1159541706,32596.793448,YES,NO,13.60147,2.861428176,0.8,DECIDUOUS,52.836275273
753,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
754,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
755,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
756,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
757,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
758,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
759,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
760,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
761,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
762,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
763,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
764,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
765,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
769,QU QUAL2,QUAL2,17.320508076,8.5,2.269806,GOOD,14.484983484,1.4294988453,6.3815953804,64.791225657,8.634211649,81498.033314,NO,NO,18.220210323,8.5906899865,1,DECIDUOUS,146.85087461
770,QU QUAL2,QUAL2,17.320508076,10,2.010624,GOOD,15.698201062,1.5492292633,7.8076264194,65.977622849,8.7546278453,81498.033314,NO,NO,18.220210323,10.090689987,1,DECIDUOUS,149.46450139
779,QU QUAL2,QUAL2,8,2.8,1.539384,GOOD,3.9358679277,0.388424237,2.5567811071,7.0771815595,4.0777461968,14487.463755,NO,NO,9.60147,2.961428176,0.8,DECIDUOUS,22.309855513
781,QU QUAL2,QUAL2,8,2.8,1.539384,GOOD,3.9358679277,0.388424237,2.5567811071,7.0771815595,4.0777461968,14487.463755,NO,NO,9.60147,2.961428176,0.8,DECIDUOUS,22.309855513
783,QU QUAL2,QUAL2,8,2.8,1.539384,GOOD,3.9358679277,0.388424237,2.5567811071,7.0771815595,4.0777461968,14487.463755,NO,NO,9.60147,2.961428176,0.8,DECIDUOUS,22.309855513
785,QU QUAL2,QUAL2,8,2.8,1.539384,GOOD,4.1758598745,0.4121086417,2.7126823941,7.0771815595,4.0777461968,14487.463755,NO,NO,9.60147,2.961428176,0.8,DECIDUOUS,22.309855513
794,QU QUAL2,QUAL2,37.202150475,10,14.522046,GOOD,87.734630752,8.6583842843,6.0414786423,344.10372056,38.154494048,284112.23884,NO,NO,38.803620475,10.161428176,0.8,DECIDUOUS,764.51642922
872,QU QUAL2,QUAL2,5.2915026221,2.3,2.269806,GOOD,4.2841255078,0.4227931964,1.8874412649,2.5155871405,2.342550466,6338.2653927,NO,NO,6.8929726221,2.461428176,0.8,DECIDUOUS,9.7162752131
916,QU QUAL2,QUAL2,11,3.2,1.539384,GOOD,3.5126399083,0.3466565701,2.2818477445,19.613555854,4.2549563821,27390.361161,NO,NO,11.899702247,3.2906899865,1,DECIDUOUS,47.737024472
955,QU QUAL2,QUAL2,23,5.2,76.977054,GOOD,152.56101033,15.055991493,1.9819024294,100.28620064,18.408795831,82867.479199,NO,NO,24.60147,5.361428176,0.8,DECIDUOUS,237.38999295
966,QU QUAL2,QUAL2,35,5.8,23.75835,GOOD,51.691745398,5.1013720824,2.1757296023,285.7633413,34.012470818,169595.33101,NO,NO,36.60147,5.961428176,0.8,DECIDUOUS,639.55162423
967,QU QUAL2,QUAL2,23,5.3,26.420856,GOOD,55.627587928,5.489793813,2.1054423039,125.49720712,12.650012347,82867.479199,NO,NO,23.899702247,5.3906899865,1,DECIDUOUS,276.29443893
958,QU QUAL2,QUAL2,7,4,0.7854,GOOD,1.5229946905,0.1503018042,1.9391325318,6.5329917061,1.7598150649,9243.3036977,NO,NO,7.7086150442,4.0714283965,1,DECIDUOUS,16.585613542
1029,QU QUAL2,QUAL2,2,2,1.130976,GOOD,2.0489735667,0.2022097817,1.8116861602,0.2835293556,0.4250353036,905.46648467,NO,NO,2.8997022472,2.0906899865,1,DECIDUOUS,1.4171293185
1033,QU QUAL2,QUAL2,40,13,50.2656,GOOD,121.53547087,11.994132783,2.4178657147,526.04276514,29.88982621,259588.43933,NO,NO,40.899702247,13.090689987,1,DECIDUOUS,1111.8651827
1028,QU QUAL2,QUAL2,17,12,6.157536,GOOD,11.037985945,1.0893204111,1.7925978744,51.644530478,12.731351008,63553.588082,NO,NO,18.60147,12.161428176,0.8,DECIDUOUS,128.75176297
1031,QU QUAL2,QUAL2,25,10,7.0686,GOOD,15.452368861,1.5249684937,2.1860578985,161.87233462,14.819003232,113795.92982,NO,NO,25.899702247,10.090689987,1,DECIDUOUS,353.3826757
1022,QU QUAL2,QUAL2,5,4,2.544696,GOOD,6.2428091013,0.6160924113,2.4532632194,2.8638247785,1.4396913492,5659.1655292,NO,NO,5.8997022472,4.0906899865,1,DECIDUOUS,8.6070322554
1023,QU QUAL2,QUAL2,20.518284529,6,4.154766,GOOD,8.7185913176,0.8604232263,2.0984554407,95.38081382,10.77568426,83291.650908,NO,NO,21.417986776,6.0906899865,1,DECIDUOUS,212.31299616
1030,QU QUAL2,QUAL2,30,7.5,15.90435,GOOD,43.546768278,4.297557884,2.7380413709,247.58728458,18.973462799,154916.89404,NO,NO,30.899702247,7.5906899865,1,DECIDUOUS,533.12149477
1032,QU QUAL2,QUAL2,40,8,15.90435,GOOD,41.180096089,4.0639949555,2.5892347747,506.45455271,29.043412962,259588.43933,NO,NO,40.899702247,8.0906899865,1,DECIDUOUS,1070.9959313
1037,QU QUAL2,QUAL2,42,14,50.2656,GOOD,141.81610229,13.995594451,2.8213351137,597.24493592,32.269406124,284111.48709,NO,NO,42.899702247,14.090689987,1,DECIDUOUS,1259.0286841
1026,QU QUAL2,QUAL2,10,8,5.725566,GOOD,16.178950806,1.5966736532,2.8257382425,16.845318594,3.9559114279,22636.662117,NO,NO,10.899702247,8.0906899865,1,DECIDUOUS,41.602460043
1040,QU QUAL2,QUAL2,5.8309518948,3,1.130976,GOOD,4.7060682826,0.4644340246,4.1610682124,3.2561315381,2.6905986351,7696.4651197,NO,NO,7.4324218948,3.161428176,0.8,DECIDUOUS,11.893460346
1065,QU QUAL2,QUAL2,5,3,4.523904,GOOD,11.801772662,1.1646972475,2.6087584224,2.7876023277,1.4113874976,4715.9712743,NO,NO,5.8997022472,3.0906899865,1,DECIDUOUS,8.3979796505
1086,QU QUAL2,QUAL2,5,2.2,0.502656,GOOD,0.9346016098,0.0922342731,1.8593264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1104,QU QUAL2,QUAL2,6.4031242374,2.6,0.7854,GOOD,1.7430590153,0.1720195851,2.2193264774,5.0772359403,1.9656751598,7734.1928899,NO,NO,7.3028264846,2.6906899865,1,DECIDUOUS,14.0858222
1105,QU QUAL2,QUAL2,7,2.8,0.7854,GOOD,1.7430590153,0.1720195851,2.2193264774,6.3585333162,2.2327845972,9243.3036977,NO,NO,7.8997022472,2.8906899865,1,DECIDUOUS,17.182635827
1087,QU QUAL2,QUAL2,5,2.4,0.384846,GOOD,0.9095167415,0.0897586893,2.3633264774,2.7413638898,1.3942392997,4715.9712743,NO,NO,5.8997022472,2.4906899865,1,DECIDUOUS,8.2712063789
1088,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.4640391538,0.0457952496,2.3633264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1089,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.4640391538,0.0457952496,2.3633264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1090,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.4640391538,0.0457952496,2.3633264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1091,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.4640391538,0.0457952496,2.3633264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1092,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.4640391538,0.0457952496,2.3633264774,2.7258466355,1.3884898417,4715.9712743,NO,NO,5.8997022472,2.2906899865,1,DECIDUOUS,8.2286729544
1093,QU QUAL2,QUAL2,5,2.2,0.19635,GOOD,0.3343159077,0.032993079,1.7026529548,2.7258466355,1.0646978811,4715.9712743,NO,NO,5.7086150442,2.2714283965,1,DECIDUOUS,7.5810890332
1109,QU QUAL2,QUAL2,5,2.4,0.384846,GOOD,0.5642509597,0.0556849855,1.4661733777,2.7413638898,1.0691547468,4715.9712743,NO,NO,5.7086150442,2.4714283965,1,DECIDUOUS,7.6210372732
1100,QU QUAL2,QUAL2,7,2.8,0.7854,GOOD,1.8844310153,0.1859713519,2.3993264774,6.3585333162,2.2327845972,9243.3036977,NO,NO,7.8997022472,2.8906899865,1,DECIDUOUS,17.182635827
1102,QU QUAL2,QUAL2,7,2.9,0.7854,GOOD,1.6470518854,0.1625448017,2.0970866889,6.3731771966,2.2365763836,9243.3036977,NO,NO,7.8997022472,2.9906899865,1,DECIDUOUS,17.21950716
1110,QU QUAL2,QUAL2,13,5,4.523904,GOOD,8.7600786771,0.8645175445,1.9363980043,30.525429323,5.5242789699,38008.245503,NO,NO,13.899702247,5.0906899865,1,DECIDUOUS,72.099416586
1098,QU QUAL2,QUAL2,6,2.7,0.502656,GOOD,1.2784183138,0.1261649698,2.5433264774,4.3344719781,1.7999537277,6790.998635,NO,NO,6.8997022472,2.7906899865,1,DECIDUOUS,12.268851412
1124,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1125,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1126,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1127,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1128,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1129,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1130,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1131,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1132,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1133,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1134,QU QUAL2,QUAL2,7,2.7,0.282744,GOOD,0.7191103015,0.0709677955,2.5433264774,6.3438672482,2.2289879928,9243.3036977,NO,NO,7.8997022472,2.7906899865,1,DECIDUOUS,17.145710482
1106,QU QUAL2,QUAL2,7,2.8,0.282744,GOOD,0.7496466535,0.0739813771,2.6513264774,6.3585333162,2.2327845972,9243.3036977,NO,NO,7.8997022472,2.8906899865,1,DECIDUOUS,17.182635827
1094,QU QUAL2,QUAL2,6,2.6,0.282744,GOOD,0.7598254375,0.0749859043,2.6873264774,4.3235378322,1.796619576,6790.998635,NO,NO,6.8997022472,2.6906899865,1,DECIDUOUS,12.240314816
1095,QU QUAL2,QUAL2,6,2.6,0.282744,GOOD,0.7598254375,0.0749859043,2.6873264774,4.3235378322,1.796619576,6790.998635,NO,NO,6.8997022472,2.6906899865,1,DECIDUOUS,12.240314816
1097,QU QUAL2,QUAL2,6,2.6,0.282744,GOOD,0.7598254375,0.0749859043,2.6873264774,4.3235378322,1.796619576,6790.998635,NO,NO,6.8997022472,2.6906899865,1,DECIDUOUS,12.240314816
1099,QU QUAL2,QUAL2,6,2.6,0.282744,GOOD,0.7598254375,0.0749859043,2.6873264774,4.3235378322,1.796619576,6790.998635,NO,NO,6.8997022472,2.6906899865,1,DECIDUOUS,12.240314816
1119,QU QUAL2,QUAL2,8,3.3,0.7854,GOOD,1.3777698906,0.1359698111,1.7542270061,8.940768827,2.7132782229,12072.886462,NO,NO,8.8997022472,3.3906899865,1,DECIDUOUS,23.3080941
1120,QU QUAL2,QUAL2,7,3.3,0.7854,GOOD,2.2571974803,0.2227590522,2.8739463717,6.4315460986,2.2516981237,9243.3036977,NO,NO,7.8997022472,3.3906899865,1,DECIDUOUS,17.366488445
1096,QU QUAL2,QUAL2,6,2.8,0.282744,GOOD,0.7903617895,0.0779994859,2.7953264774,4.3453889302,1.8032834106,6790.998635,NO,NO,6.8997022472,2.8906899865,1,DECIDUOUS,12.297344682
1101,QU QUAL2,QUAL2,7,2.6,0.125664,GOOD,0.2780902593,0.0274442636,2.2129667946,6.3291781295,2.2251864171,9243.3036977,NO,NO,7.8997022472,2.6906899865,1,DECIDUOUS,17.108729093
1108,QU QUAL2,QUAL2,15,5,1.76715,GOOD,6.265109299,0.6182931806,3.5453183369,34.75783245,9.9931240648,44986.348523,NO,NO,16.60147,5.161428176,0.8,DECIDUOUS,89.50191303
1111,QU QUAL2,QUAL2,12,5,1.130976,GOOD,3.0390186747,0.299915681,2.6870761844,25.062240639,4.927827768,27163.99454,NO,NO,12.899702247,5.0906899865,1,DECIDUOUS,59.980136814
1112,QU QUAL2,QUAL2,6,4.5,1.130976,GOOD,3.3158639554,0.3272370798,2.9318605836,4.5288352658,1.8593158922,6790.998635,NO,NO,6.8997022472,4.5906899865,1,DECIDUOUS,12.776302316
1113,QU QUAL2,QUAL2,7,4.5,1.130976,GOOD,3.3158639554,0.3272370798,2.9318605836,6.604984959,2.2966876009,9243.3036977,NO,NO,7.8997022472,4.5906899865,1,DECIDUOUS,17.80334512
1114,QU QUAL2,QUAL2,11,4.5,1.130976,GOOD,3.3158639554,0.3272370798,2.9318605836,20.06044225,4.3270925202,22825.300968,NO,NO,11.899702247,4.5906899865,1,DECIDUOUS,48.775069541
1115,QU QUAL2,QUAL2,11,4.5,1.130976,GOOD,3.3158639554,0.3272370798,2.9318605836,20.06044225,4.3270925202,22825.300968,NO,NO,11.899702247,4.5906899865,1,DECIDUOUS,48.775069541
1116,QU QUAL2,QUAL2,11,4.5,1.130976,GOOD,2.3947906344,0.2363378909,2.1174548659,20.06044225,4.3270925202,22825.300968,NO,NO,11.899702247,4.5906899865,1,DECIDUOUS,48.775069541
1117,QU QUAL2,QUAL2,6,4.5,1.130976,GOOD,2.3947906344,0.2363378909,2.1174548659,4.5288352658,1.8593158922,6790.998635,NO,NO,6.8997022472,4.5906899865,1,DECIDUOUS,12.776302316
1118,QU QUAL2,QUAL2,13,4.5,1.76715,GOOD,3.2075272439,0.3165455105,1.815084879,30.290830232,5.4923925805,38008.245503,NO,NO,13.899702247,4.5906899865,1,DECIDUOUS,71.566445624
1163,QU QUAL2,QUAL2,4,2,0.7854,GOOD,1.1775710153,0.1162125182,1.4993264774,1.5609089554,1.0235871216,3018.2216156,NO,NO,4.8997022472,2.0906899865,1,DECIDUOUS,5.168992154
1162,QU QUAL2,QUAL2,15,3,1.327326,GOOD,3.2702940482,0.3227398617,2.4638212829,33.762686495,9.7816268503,44986.348523,NO,NO,16.60147,3.161428176,0.8,DECIDUOUS,87.088626691
1175,QU QUAL2,QUAL2,10,2.5,1.327326,GOOD,2.3686751791,0.2337606002,1.7845466593,15.287493016,3.6777980396,28295.827646,NO,NO,10.899702247,2.5906899865,1,DECIDUOUS,37.930582111
1191,QU QUAL2,QUAL2,25,5.2,4.523904,GOOD,9.9246242099,0.9794445996,2.1938184829,123.30550663,20.762555968,94829.941518,NO,NO,26.60147,5.361428176,0.8,DECIDUOUS,288.13612519
6,QU QUMY1,QUMY1,20.880613018,6,9.62115,GOOD,27.390439832,2.7031167938,2.8468987421,81.027408696,16.132671361,71278.843828,NO,NO,22.482083018,6.161428176,0.8,EVERGREEN,194.32016012
223,QU QUMY1,QUMY1,3,3.7,1.130976,GOOD,3.0855956252,0.3045122825,2.7282591542,0.9691746351,0.734640802,2037.2995905,NO,NO,3.8997022472,3.7906899865,1,EVERGREEN,3.4076308741
496,QU QUMY1,QUMY1,32,6.5,9.62115,GOOD,34.537149455,3.408413639,3.5897111525,231.94890589,29.983779437,173458.71064,NO,NO,33.60147,6.661428176,0.8,EVERGREEN,523.86537066
645,QU QUMY1,QUMY1,11.66190379,3.2,3.801336,GOOD,7.8480376502,0.7745097377,2.0645472145,18.522459531,6.8801182921,38482.325598,YES,NO,13.26337379,3.361428176,0.8,EVERGREEN,50.805155647
675,QU QUMY1,QUMY1,5,2.5,0.125664,GOOD,0.3377001945,0.0333270686,2.6873264774,2.7657651026,1.3971073943,5659.1655292,NO,NO,5.8997022472,2.5906899865,1,EVERGREEN,8.3257449938
